2000,1,PSV,34,25,8,1,73:23,50,83
2000,2,Feyenoord,34,21,3,10,67:37,30,66
2000,3,Ajax,34,18,7,9,85:43,42,61
2000,4,Roda JC,34,17,8,9,59:41,18,59
2000,5,FC Utrecht,34,17,8,9,58:43,15,59
2000,6,Vitesse,34,16,11,7,56:43,13,59
2000,7,RKC Waalwijk,34,16,11,7,48:36,12,59
2000,8,Willem II,34,14,9,11,60:50,10,51
2000,9,NAC Breda,34,13,10,11,41:40,1,49
2000,10,Heerenveen,34,11,14,9,51:42,9,47
2000,11,FC Twente,34,10,11,13,47:60,-13,41
2000,12,NEC,34,9,13,12,42:53,-11,40
2000,13,AZ Alkmaar,34,9,8,17,45:63,-18,35
2000,14,FC Groningen,34,8,9,17,36:56,-20,33
2000,15,De Graafschap,34,9,4,21,44:66,-22,31
2000,16,Fortuna Sittard,34,8,7,19,31:64,-33,31
2000,17,Sparta,34,6,7,21,42:72,-30,25
2000,18,RBC Roosendaal,34,4,2,28,37:90,-53,14
2001,1,Ajax,34,22,7,5,73:34,39,73
2001,2,PSV,34,20,8,6,77:32,45,68
2001,3,Feyenoord,34,19,7,8,68:29,39,64
2001,4,Heerenveen,34,17,9,8,57:27,30,60
2001,5,Vitesse,34,16,12,6,45:34,11,60
2001,6,NAC Breda,34,15,9,10,55:52,3,54
2001,7,FC Utrecht,34,14,9,11,60:51,9,51
2001,8,RKC Waalwijk,34,14,6,14,49:44,5,48
2001,9,NEC,34,13,6,15,38:59,-21,45
2001,10,AZ Alkmaar,34,12,7,15,43:45,-2,43
2001,11,Willem II,34,10,13,11,54:61,-7,43
2001,12,FC Twente,34,10,12,12,41:41,0,42
2001,13,Roda JC,34,11,8,15,33:45,-12,41
2001,14,De Graafschap,34,10,7,17,43:55,-12,37
2001,15,FC Groningen,34,10,7,17,40:59,-19,37
2001,16,FC Den Bosch,34,8,9,17,40:55,-15,33
2001,17,Sparta,34,4,12,18,26:75,-49,24
2001,18,Fortuna Sittard,34,3,8,23,27:71,-44,17
2002,1,PSV,34,26,6,2,87:20,67,84
2002,2,Ajax,34,26,5,3,96:32,64,83
2002,3,Feyenoord,34,25,5,4,89:39,50,80
2002,4,NAC Breda,34,13,13,8,42:31,11,52
2002,5,NEC,34,14,9,11,41:40,1,51
2002,6,Roda JC,34,14,8,12,58:54,4,50
2002,7,Heerenveen,34,13,8,13,61:55,6,47
2002,8,FC Utrecht,34,12,11,11,49:49,0,47
2002,9,RKC Waalwijk,34,14,4,16,44:51,-7,46
2002,10,AZ Alkmaar,34,12,8,14,50:69,-19,44
2002,11,Willem II,34,11,9,14,48:51,-3,42
2002,12,FC Twente,34,10,11,13,36:45,-9,41
2002,13,RBC Roosendaal,34,10,6,18,33:54,-21,36
2002,14,Vitesse,34,8,9,17,37:51,-14,33
2002,15,FC Groningen,34,7,11,16,28:44,-16,32
2002,16,FC Zwolle,34,8,8,18,31:62,-31,32
2002,17,Excelsior,34,5,8,21,38:72,-34,23
2002,18,De Graafschap,34,6,5,23,35:84,-49,23
2003,1,Ajax,34,25,5,4,79:31,48,80
2003,2,PSV,34,23,5,6,92:30,62,74
2003,3,Feyenoord,34,20,8,6,71:38,33,68
2003,4,Heerenveen,34,17,7,10,45:35,10,58
2003,5,AZ Alkmaar,34,17,6,11,65:42,23,57
2003,6,Roda JC,34,14,11,9,60:41,19,53
2003,7,Willem II,34,13,10,11,47:54,-7,49
2003,8,FC Twente,34,15,3,16,56:53,3,48
2003,9,NAC Breda,34,12,10,12,58:55,3,46
2003,10,FC Utrecht,34,13,7,14,42:52,-10,46
2003,11,RKC Waalwijk,34,10,10,14,47:55,-8,40
2003,12,RBC Roosendaal,34,10,10,14,34:47,-13,40
2003,13,FC Groningen,34,9,10,15,38:53,-15,37
2003,14,NEC,34,10,4,20,44:62,-18,34
2003,15,ADO Den Haag,34,9,7,18,36:61,-25,34
2003,16,Vitesse,34,4,16,14,39:56,-17,28
2003,17,FC Volendam,34,7,6,21,31:79,-48,27
2003,18,FC Zwolle,34,5,11,18,27:67,-40,26
2004,1,PSV,34,27,6,1,89:18,71,87
2004,2,Ajax,34,24,5,5,74:33,41,77
2004,3,AZ Alkmaar,34,19,7,8,71:41,30,64
2004,4,Feyenoord,34,19,5,10,90:51,39,62
2004,5,Heerenveen,34,18,6,10,64:52,12,60
2004,6,FC Twente,34,15,9,10,48:38,10,54
2004,7,Vitesse,34,16,6,12,53:49,4,54
2004,8,Roda JC,34,13,8,13,60:55,5,47
2004,9,RKC Waalwijk,34,13,8,13,44:51,-7,47
2004,10,Willem II,34,13,6,15,44:56,-12,45
2004,11,FC Utrecht,34,12,8,14,40:43,-3,44
2004,12,FC Groningen,34,11,7,16,50:58,-8,40
2004,13,NEC,34,9,10,15,41:47,-6,37
2004,14,ADO Den Haag,34,10,6,18,44:59,-15,36
2004,15,NAC Breda,34,9,8,17,43:67,-24,35
2004,16,RBC Roosendaal,34,10,2,22,38:77,-39,32
2004,17,De Graafschap,34,4,7,23,32:78,-46,19
2004,18,FC Den Bosch,34,5,4,25,23:75,-52,19
2005,1,PSV,34,26,6,2,71:23,48,84
2005,2,AZ Alkmaar,34,23,5,6,78:32,46,74
2005,3,Feyenoord,34,21,8,5,79:34,45,71
2005,4,Ajax,34,18,6,10,66:41,25,60
2005,5,FC Groningen,34,16,8,10,46:43,3,56
2005,6,FC Utrecht,34,16,7,11,48:44,4,55
2005,7,Heerenveen,34,14,8,12,63:58,5,50
2005,8,Roda JC,34,15,5,14,57:54,3,50
2005,9,FC Twente,34,13,8,13,44:36,8,47
2005,10,NEC,34,13,8,13,43:43,0,47
2005,11,Vitesse,34,13,5,16,52:54,-2,44
2005,12,RKC Waalwijk,34,11,6,17,48:58,-10,39
2005,13,Heracles Almelo,34,11,6,17,35:58,-23,39
2005,14,Sparta,34,10,7,17,34:50,-16,37
2005,15,ADO Den Haag,34,10,5,19,36:62,-26,35
2005,16,NAC Breda,34,8,9,17,45:66,-21,33
2005,17,Willem II,34,7,7,20,45:66,-21,28
2005,18,RBC Roosendaal,34,1,6,27,22:90,-68,9
2006,1,PSV,34,23,6,5,75:25,50,75
2006,2,Ajax,34,23,6,5,84:35,49,75
2006,3,AZ Alkmaar,34,21,9,4,83:31,52,72
2006,4,FC Twente,34,19,9,6,67:37,30,66
2006,5,Heerenveen,34,16,7,11,60:43,17,55
2006,6,Roda JC,34,15,9,10,47:36,11,54
2006,7,Feyenoord,34,15,8,11,56:66,-10,53
2006,8,FC Groningen,34,15,6,13,54:54,0,51
2006,9,FC Utrecht,34,13,9,12,41:44,-3,48
2006,10,NEC,34,12,8,14,36:44,-8,44
2006,11,NAC Breda,34,12,7,15,43:54,-11,43
2006,12,Vitesse,34,10,8,16,50:55,-5,38
2006,13,Sparta,34,10,7,17,40:66,-26,37
2006,14,Heracles Almelo,34,7,11,16,32:64,-32,32
2006,15,Willem II,34,8,7,19,31:64,-33,31
2006,16,Excelsior,34,8,6,20,43:65,-22,30
2006,17,RKC Waalwijk,34,6,9,19,33:60,-27,27
2006,18,ADO Den Haag,34,3,8,23,40:72,-32,17
2007,1,PSV,34,21,9,4,65:24,41,72
2007,2,Ajax,34,20,9,5,94:45,49,69
2007,3,NAC Breda,34,19,6,9,48:40,8,63
2007,4,FC Twente,34,17,11,6,52:32,20,62
2007,5,Heerenveen,34,18,6,10,88:48,40,60
2007,6,Feyenoord,34,18,6,10,64:41,23,60
2007,7,FC Groningen,34,15,6,13,53:54,-1,51
2007,8,NEC,34,14,7,13,49:50,-1,49
2007,9,Roda JC,34,12,11,11,55:55,0,47
2007,10,FC Utrecht,34,13,7,14,59:55,4,46
2007,11,AZ Alkmaar,34,11,10,13,48:53,-5,43
2007,12,Vitesse,34,12,7,15,46:55,-9,43
2007,13,Sparta,34,9,7,18,52:76,-24,34
2007,14,Heracles Almelo,34,8,8,18,34:64,-30,32
2007,15,Willem II,34,8,7,19,40:49,-9,31
2007,16,De Graafschap,34,7,9,18,33:64,-31,30
2007,17,VVV-Venlo,34,7,8,19,44:76,-32,29
2007,18,Excelsior,34,7,6,21,32:75,-43,27
2008,1,AZ Alkmaar,34,25,5,4,66:22,44,80
2008,2,FC Twente,34,20,9,5,62:31,31,69
2008,3,Ajax,34,21,5,8,74:41,33,68
2008,4,PSV,34,19,8,7,71:33,38,65
2008,5,Heerenveen,34,17,9,8,66:57,9,60
2008,6,FC Groningen,34,17,5,12,53:36,17,56
2008,7,Feyenoord,34,12,9,13,54:46,8,45
2008,8,NAC Breda,34,13,6,15,45:54,-9,45
2008,9,FC Utrecht,34,11,11,12,41:44,-3,44
2008,10,Vitesse,34,11,10,13,41:48,-7,43
2008,11,NEC,34,9,15,10,41:40,1,42
2008,12,Willem II,34,10,7,17,35:59,-24,37
2008,13,Sparta,34,9,8,17,46:66,-20,35
2008,14,ADO Den Haag,34,8,8,18,41:58,-17,32
2008,15,Heracles Almelo,34,7,11,16,35:53,-18,32
