2001,NEC Nijmegen,Mike Owusu  M. Owusu,Örgryte,25,RV,transfervrij
2001,NEC Nijmegen,Stefan Jansen  S. Jansen,TOP Oss,28,CS,?
2001,NEC Nijmegen,Resit Schuurman  R. Schuurman,Go Ahead Eagles,22,DM,?
2001,NEC Nijmegen,Patrick Ax  P. Ax,Vitesse,21,Aanval,?
2001,NEC Nijmegen,Frank Demouge  F. Demouge,NEC O19,19,CS,-
2001,FC Den Bosch,Kris Mampaey  K. Mampaey,Royal Antwerp,30,K,?
2001,FC Den Bosch,Jan Veenhof  J. Veenhof,Omiya Ardija,32,Verdediging,?
2001,FC Den Bosch,Fabian de Freitas  F. de Freitas,Cambuur L.,28,Aanval,?
2001,FC Den Bosch,Billy Maximiano  B. Maximiano,FC Groningen,29,LB,?
2001,FC Den Bosch,Koen van de Laak  K. van de Laak,Den Bosch O19,18,AM,-
2001,FC Den Bosch,Rick te Riele  R. te Riele,OJC Rosmalen,23,Verdediging,nan
2001,FC Den Bosch,Hes Van Kapel  H. Van Kapel,TOP Oss,23,Middenveld,nan
2001,FC Den Bosch,Rick Plum  Rick Plum,MVV,28,RV,nan
2001,Willem II,Chris Janssens  C. Janssens,KSC Lokeren,32,CV,585 dzd. €
2001,Willem II,Hendrik van Beelen  H. van Beelen,FC Utrecht,21,AM,?
2001,Willem II,Christophe Martin  C. Martin,RAEC Mons,26,K,?
2001,Willem II,Danny Mathijssen  D. Mathijssen,Willem II/RKC-19,18,DM,-
2001,NAC Breda,Tamás Pető  T. Pető,Vasas SC,27,DM,375 dzd. €
2001,NAC Breda,Kevin Bobson  K. Bobson,Jong Ajax,20,LB,?
2001,NAC Breda,Levi Risamasu  L. Risamasu,SC Feyenoord,18,DM,?
2001,NAC Breda,Chedric Seedorf  C. Seedorf,Inter O19,18,CM,?
2001,PSV,Jan Vennegoor of Hesselink  J. Vennegoor of Hesselink,FC Twente,22,CS,"8,40 mln. €"
2001,PSV,Leandro Bonfim  L. Bonfim,EC Vitória,17,AM,"5,50 mln. €"
2001,PSV,John de Jong  J. de Jong,FC Utrecht,24,AM,"3,80 mln. €"
2001,PSV,Erik Korchagin  E. Korchagin,Akademisk BK,22,CS,transfervrij
2001,PSV,Martijn Besselink  M. Besselink,De Graafschap,26,K,?
2001,PSV,Léon Hese  L. Hese,Jong PSV,20,CV,-
2001,PSV,Nyron Wau  Nyron Wau,PSV O19,18,RB,-
2001,FC Twente,Jack de Gier  J. de Gier,Dunfermline A.,33,CS,500 dzd. €
2001,FC Twente,Mikko Rahkamaa  M. Rahkamaa,FC Jokerit,20,K,400 dzd. €
2001,FC Twente,Björn van der Doelen  B. van der Doelen,PSV,24,CM,400 dzd. €
2001,FC Twente,Roland Kollmann  R. Kollmann,FC Kärnten,24,CS,transfervrij
2001,FC Twente,Marc Veurink  M. Veurink,Heracles Almelo,25,K,transfervrij
2001,FC Twente,Ibad Muhamadu  I. Muhamadu,AZ O19,19,CS,transfervrij
2001,FC Twente,Chris van der Weerden  C. van der Weerden,PSV,28,RV,?
2001,FC Twente,Patrick Pothuizen  P. Pothuizen,Vitesse,29,CV,?
2001,FC Twente,Ruud ter Heide  R. ter Heide,FC Twente O19,18,CS,-
2001,sc Heerenveen,Mika Väyrynen  M. Väyrynen,FC Jokerit,19,CM,500 dzd. €
2001,sc Heerenveen,Niels Kokmeijer  N. Kokmeijer,FC Volendam,23,LB,transfervrij
2001,sc Heerenveen,Marc Hegeman  M. Hegeman,Emmen,25,LV,transfervrij
2001,sc Heerenveen,Marcel Seip  M. Seip,SC Veendam,19,CV,transfervrij
2001,sc Heerenveen,Lionel Lord  L. Lord,Veere,21,Aanval,?
2001,sc Heerenveen,Stefan Selakovic  S. Selakovic,Halmstads BK,24,RB,?
2001,sc Heerenveen,Boy Waterman  B. Waterman,Ajax O18,17,K,?
2001,sc Heerenveen,Erik Edman  E. Edman,AIK Solna,22,LV,?
2001,sc Heerenveen,Jos Hooiveld  J. Hooiveld,Emmen O19,18,CV,?
2001,sc Heerenveen,Allan Bak Jensen  A. Bak Jensen,FC Midtjylland,23,CM,?
2001,RKC Waalwijk,Jochen Janssen  J. Janssen,Austria Wien,25,CS,"1,35 mln. €"
2001,RKC Waalwijk,Michael Lamey  M. Lamey,Jong Ajax,21,RV,50 dzd. €
2001,RKC Waalwijk,Khalid Boulahrouz  K. Boulahrouz,AZ Alkmaar,19,CV,transfervrij
2001,RKC Waalwijk,Patrick van Diemen  P. van Diemen,RSC Anderlecht,29,DM,transfervrij
2001,RKC Waalwijk,Eddy Putter  E. Putter,FC Volendam,19,CS,?
2001,RKC Waalwijk,Rogier Molhoek  R. Molhoek,Dordrecht '90,19,DM,?
2001,RKC Waalwijk,Robert Fuchs  R. Fuchs,PSV,26,CM,?
2001,RKC Waalwijk,Jeremy Geleijns  J. Geleijns,Onbekend,20,Aanval,?
2001,RKC Waalwijk,Abdes Assouiki  A. Assouiki,RKC O19,20,AM,-
2001,Feyenoord,Shinji Ono  S. Ono,Urawa Reds,21,AM,"5,50 mln. €"
2001,Feyenoord,Pierre van Hooijdonk  P. van Hooijdonk,Benfica,31,CS,"2,50 mln. €"
2001,Feyenoord,Edwin Zoetebier  E. Zoetebier,Vitesse,31,K,"2,25 mln. €"
2001,Feyenoord,Pieter Collen  P. Collen,NEC,21,CV,"2,20 mln. €"
2001,Feyenoord,Ramon van Haaren  R. van Haaren,Roda JC,28,LV,"1,80 mln. €"
2001,Feyenoord,Michel Bastos  M. Bastos,Pelotas-RS,17,LM,300 dzd. €
2001,Feyenoord,Jan Frederiksen  J. Frederiksen,Lyngby BK,19,LV,transfervrij
2001,Feyenoord,Leonardo  Leonardo,FC Groningen,24,RV,transfervrij
2001,Feyenoord,Mauricio Aros  M. Aros,U. de Chile,25,LV,?
2001,Feyenoord,Carlo L'Ami  C. L'Ami,Excelsior,35,K,?
2001,Feyenoord,Glenn Loovens  G. Loovens,Feyenoord O19,17,CV,-
2001,Feyenoord,Civard Sprockel  C. Sprockel,Feyenoord O19,18,CV,-
2001,Feyenoord,Saïd Boutahar  S. Boutahar,Feyenoord O19,18,AM,-
2001,Feyenoord,Robin van Persie  R. van Persie,Feyenoord O19,17,CS,-
2001,FC Groningen,Ali Boussaboun  A. Boussaboun,ADO Den Haag,22,LB,transfervrij
2001,FC Groningen,Gábor Torma  G. Torma,Roda JC,24,CS,?
2001,FC Groningen,Johannes Thór Hardarson  J. Hardarson,MVV,24,DM,?
2001,FC Groningen,Claus Boekweg  C. Boekweg,FC Zwolle,35,CV,?
2001,FC Groningen,Ignacio Tuhuteru  I. Tuhuteru,Heerenveen,27,LB,?
2001,FC Groningen,Paul Matthijs  P. Matthijs,AZ Alkmaar,25,DM,?
2001,FC Groningen,Mathias Florén  M. Florén,Norrköping,24,LV,?
2001,FC Groningen,Arnold Kruiswijk  A. Kruiswijk,Groningen O19,16,CV,-
2001,FC Groningen,Jordi Hoogstrate  J. Hoogstrate,Groningen O19,18,CM,-
2001,FC Groningen,Anton Jongsma  A. Jongsma,Groningen O19,18,RB,-
2001,FC Utrecht,Paulus Roiha  P. Roiha,HJK Helsinki,21,CS,500 dzd. €
2001,FC Utrecht,René Ponk  R. Ponk,Dordrecht '90,29,K,transfervrij
2001,FC Utrecht,Arco Jochemsen  A. Jochemsen,Feyenoord,30,RM,transfervrij
2001,FC Utrecht,Robert Roest  R. Roest,Fortuna Sittard,31,CV,transfervrij
2001,FC Utrecht,Ferdinand Katipana  F. Katipana,Jong Ajax,20,LV,transfervrij
2001,FC Utrecht,Arno Arts  Arno Arts,Willem II,32,CM,?
2001,Roda JC,Fredrik Berglund  F. Berglund,Elfsborg,22,CS,"2,20 mln. €"
2001,Roda JC,Gregoor van Dijk  G. van Dijk,FC Groningen,19,CM,450 dzd. €
2001,Roda JC,Vincent Lachambre  V. Lachambre,KRC ZWV,20,LV,transfervrij
2001,Roda JC,Nikolaos Kounenakis  N. Kounenakis,RSC Anderlecht,23,DM,transfervrij
2001,Roda JC,Igor Tomasic  I. Tomasic,MVV,24,CV,?
2001,Roda JC,Gábor Torma  G. Torma,FC Groningen,25,CS,?
2001,Roda JC,Morris Pagniello  M. Pagniello,Honvéd FC,24,Aanval,?
2001,Roda JC,Roel Brouwers  R. Brouwers,Roda JC O19,19,CV,-
2002,PSV,Ji-sung Park  J. Park,Kyoto P. Sanga,21,AM,"5,00 mln. €"
2002,PSV,Michael Lamey  M. Lamey,RKC Waalwijk,22,RV,"4,30 mln. €"
2002,PSV,Arjen Robben  A. Robben,FC Groningen,18,RB,"4,30 mln. €"
2002,PSV,Remco van der Schaaf  R. van der Schaaf,Vitesse,23,CV,"3,00 mln. €"
2002,PSV,Young-pyo Lee  Y. Lee,Anyang LG Cheeta,25,LV,"1,55 mln. €"
2002,PSV,Jelle ten Rouwelaar  J. ten Rouwelaar,Emmen,21,K,transfervrij
2002,PSV,Edson  Edson,FC Luzern,18,CS,transfervrij
2002,PSV,Robert van Boxel  R. van Boxel,Haarlem O19,19,CV,?
2002,PSV,Lindsay Wilson  L. Wilson,Sydney Olympic,23,LM,?
2002,PSV,Klaas-Jan Huntelaar  K. Huntelaar,PSV O19,18,CS,-
2002,PSV,Yves Lenaerts  Y. Lenaerts,Jong PSV,19,K,-
2002,AFC Ajax,Victor Sikora  V. Sikora,Vitesse,24,RB,"4,35 mln. €"
2002,AFC Ajax,Nourdin Boukhari  N. Boukhari,Sparta,22,AM,680 dzd. €
2002,AFC Ajax,Jari Litmanen  J. Litmanen,FC Liverpool,31,AM,transfervrij
2002,AFC Ajax,Nigel de Jong  N. de Jong,Ajax O19,17,DM,-
2002,AFC Ajax,Wesley Sneijder  W. Sneijder,Jong Ajax,18,AM,-
